date,theme_name,total_cnt,phase1_cnt,phase2_cnt,phase3_cnt,phase4_cnt,avg_trade_value,lag_avg_trade_value,phase1_increase,phase3_increase,trade_value_spike,global_rank,grade,future_grade_d1,future_grade_d2
2025-05-16,해저케이블(전선),8,0,0,2,6,11091904783.0,11250811830.375,0.0,0.0,0.985875948351924,91,4등급,6등급,4등급
2025-05-19,해저케이블(전선),8,0,1,0,7,15431012883.25,11091904783.0,0.0,-2.0,1.3911959384018813,202,6등급,4등급,6등급
2025-05-20,해저케이블(전선),8,0,1,3,4,18802125702.25,15431012883.25,0.0,3.0,1.2184634828903074,99,4등급,6등급,6등급
2025-05-21,해저케이블(전선),8,0,1,2,5,9926708559.375,18802125702.25,0.0,-1.0,0.5279567170528542,201,6등급,6등급,5등급
2025-05-22,해저케이블(전선),8,0,1,1,6,13267696254.875,9926708559.375,0.0,-1.0,1.3365655066345932,203,6등급,5등급,6등급
2025-05-26,해저케이블(전선),8,1,1,1,5,9758919430.375,8711317217.25,0.0,-1.0,1.1202576128269737,229,6등급,6등급,6등급
2025-05-27,해저케이블(전선),8,1,2,1,4,14675156330.0,9758919430.375,0.0,0.0,1.5037685713771782,218,6등급,6등급,6등급
2025-05-28,해저케이블(전선),8,0,4,1,3,20725832974.25,14675156330.0,-1.0,0.0,1.4123074744955715,241,6등급,6등급,6등급
2025-05-29,해저케이블(전선),8,0,4,2,2,18416077279.25,20725832974.25,0.0,1.0,0.8885566771733775,242,6등급,6등급,6등급
2025-05-30,해저케이블(전선),8,0,6,1,1,9312550534.25,18416077279.25,0.0,-1.0,0.5056750356245929,243,6등급,6등급,4등급
2025-06-02,해저케이블(전선),8,2,4,0,2,7250611394.125,9312550534.25,2.0,-1.0,0.7785849180048438,211,6등급,4등급,4등급
2025-06-04,해저케이블(전선),8,4,2,2,0,19696673812.75,7250611394.125,2.0,2.0,2.716553507295916,100,4등급,4등급,1등급
2025-06-05,해저케이블(전선),8,4,2,2,0,15420523971.5,19696673812.75,0.0,0.0,0.7828999006684076,96,4등급,1등급,4등급
2025-06-10,해저케이블(전선),8,1,1,5,1,44073241997.25,57780070453.625,-2.0,0.0,0.7627758438374306,97,4등급,6등급,6등급
2025-06-11,해저케이블(전선),8,0,1,6,1,29525569355.5,44073241997.25,-1.0,1.0,0.6699205235989284,135,6등급,6등급,6등급
2025-06-12,해저케이블(전선),8,0,1,3,4,30154689708.875,29525569355.5,0.0,-3.0,1.0213076451058447,200,6등급,6등급,2등급
2025-06-13,해저케이블(전선),8,0,1,1,6,21350247000.625,30154689708.875,0.0,-2.0,0.7080240986310427,163,6등급,2등급,6등급
2025-06-17,해저케이블(전선),8,0,1,0,7,18456964154.5,22765625173.25,0.0,-4.0,0.8107382957436745,227,6등급,6등급,6등급
2025-06-18,해저케이블(전선),8,1,1,1,5,11114023964.75,18456964154.5,1.0,1.0,0.6021588313070589,140,6등급,6등급,6등급
2025-06-19,해저케이블(전선),8,1,1,1,5,14701035370.25,11114023964.75,0.0,0.0,1.322746416318411,159,6등급,6등급,1등급
2025-06-20,해저케이블(전선),8,1,3,0,4,34941913249.125,14701035370.25,0.0,-1.0,2.376833492954911,222,6등급,1등급,1등급
2025-06-25,해저케이블(전선),8,1,3,2,2,19555255198.5,23046878670.125,-3.0,-1.0,0.8484990734927116,185,6등급,3등급,1등급
2025-06-26,해저케이블(전선),8,2,2,1,3,16600805044.75,19555255198.5,1.0,-1.0,0.8489178420961428,59,3등급,1등급,1등급
2025-07-01,해저케이블(전선),8,3,2,3,0,43996704052.75,32824270899.625,0.0,0.0,1.3403710987911888,65,3등급,5등급,6등급
2025-07-03,해저케이블(전선),8,0,6,0,2,22293566137.5,32638048000.5,-2.0,-2.0,0.6830545177566524,245,6등급,6등급,6등급
2025-07-04,해저케이블(전선),8,0,6,0,2,17037731380.5,22293566137.5,0.0,0.0,0.7642443239191256,241,6등급,6등급,6등급
2025-07-07,해저케이블(전선),8,1,6,0,1,10527133653.875,17037731380.5,1.0,0.0,0.6178717940067714,222,6등급,6등급,1등급
2025-07-08,해저케이블(전선),8,3,4,0,1,13814577643.5,10527133653.875,2.0,0.0,1.3122829155317985,180,6등급,1등급,6등급
2025-07-10,해저케이블(전선),8,3,2,1,2,10254818603.75,17006592583.875,-3.0,0.0,0.6029907844957271,188,6등급,6등급,6등급
2025-07-11,해저케이블(전선),8,3,3,1,1,8766232027.625,10254818603.75,0.0,0.0,0.8548402820523172,207,6등급,6등급,1등급
2025-07-14,해저케이블(전선),8,1,6,1,0,7867278555.25,8766232027.625,-2.0,0.0,0.8974526946649221,241,6등급,1등급,1등급
2025-07-17,해저케이블(전선),8,3,4,1,0,10791740709.25,10818710331.75,-1.0,-1.0,0.99750713147196,96,4등급,6등급,1등급
2025-07-18,해저케이블(전선),8,1,5,1,1,9244530552.125,10791740709.25,-2.0,0.0,0.8566301583025592,190,6등급,1등급,2등급
2025-07-30,해저케이블(전선),8,3,3,1,1,8600571045.125,13000336432.75,0.0,-1.0,0.6615652671463745,173,6등급,6등급,5등급
2025-07-31,해저케이블(전선),8,3,3,1,1,12461689579.875,8600571045.125,0.0,0.0,1.4489374617675614,184,6등급,5등급,5등급
2025-08-06,해저케이블(전선),8,4,0,4,0,8705800711.875,17090360169.875,-2.0,2.0,0.5093983172584405,79,4등급,6등급,6등급
2025-08-07,해저케이블(전선),8,3,1,4,0,14182172648.5,8705800711.875,-1.0,0.0,1.6290486214731572,151,6등급,6등급,6등급
2025-08-08,해저케이블(전선),8,2,1,5,0,8912144990.375,14182172648.5,-1.0,1.0,0.6284047734616746,164,6등급,6등급,6등급
2025-08-11,해저케이블(전선),8,2,1,4,1,21135723360.875,8912144990.375,0.0,-1.0,2.371564127794297,142,6등급,6등급,6등급
2025-08-12,해저케이블(전선),8,1,1,2,4,32967294487.5,21135723360.875,-1.0,-2.0,1.5597902151069403,209,6등급,6등급,6등급
2025-08-13,해저케이블(전선),8,1,1,3,3,17383077086.0,32967294487.5,0.0,1.0,0.5272824887887306,184,6등급,6등급,6등급
2025-08-14,해저케이블(전선),8,0,2,3,3,10113695211.875,17383077086.0,-1.0,0.0,0.5818127113996623,219,6등급,6등급,6등급
2025-08-18,해저케이블(전선),8,0,4,0,4,9131553607.25,10113695211.875,0.0,-3.0,0.9028899344848935,240,6등급,6등급,6등급
2025-08-19,해저케이블(전선),8,0,7,0,1,8802305276.125,9131553607.25,0.0,0.0,0.9639438867375654,242,6등급,6등급,6등급
2025-08-20,해저케이블(전선),8,0,8,0,0,12833193204.125,8802305276.125,0.0,0.0,1.457935484120644,241,6등급,6등급,6등급
2025-08-21,해저케이블(전선),8,1,7,0,0,7868518653.5,12833193204.125,1.0,0.0,0.6131380186009204,210,6등급,6등급,1등급
2025-08-22,해저케이블(전선),8,4,4,0,0,16044806295.75,7868518653.5,3.0,0.0,2.03911396824523,132,6등급,1등급,1등급
2025-08-29,해저케이블(전선),8,4,3,1,0,11380933294.625,9938268571.5,-1.0,0.0,1.1451625816655966,68,3등급,6등급,3등급
2025-09-01,해저케이블(전선),8,1,6,1,0,8589488068.625,11380933294.625,-3.0,0.0,0.7547261587660524,146,6등급,3등급,1등급
2025-09-02,해저케이블(전선),8,4,3,0,1,6647182639.375,8589488068.625,3.0,-1.0,0.7738741338561609,69,3등급,1등급,3등급
2025-09-04,해저케이블(전선),8,6,1,0,1,5899637174.125,7525155677.375,-1.0,-1.0,0.7839887209061661,55,3등급,1등급,3등급
2025-09-08,해저케이블(전선),8,5,1,1,1,7328603073.625,8174905809.875,-1.0,-1.0,0.8964755367300139,52,3등급,3등급,1등급
2025-09-09,해저케이블(전선),8,4,1,2,1,8945873138.625,7328603073.625,-1.0,1.0,1.2206791729272954,66,3등급,1등급,2등급
2025-09-16,해저케이블(전선),8,1,0,4,3,13005852082.625,21435838787.875,0.0,-2.0,0.6067339940054807,53,3등급,6등급,6등급
2025-09-17,해저케이블(전선),8,0,1,1,6,9795881457.125,13005852082.625,-1.0,-3.0,0.753190286564283,215,6등급,6등급,6등급
2025-09-18,해저케이블(전선),8,1,0,1,6,9885223546.0,9795881457.125,1.0,0.0,1.0091203726041436,200,6등급,6등급,6등급
2025-09-19,해저케이블(전선),8,0,0,1,7,11159112558.25,9885223546.0,-1.0,0.0,1.1288680024606497,213,6등급,6등급,6등급
2025-09-22,해저케이블(전선),8,0,1,2,5,10753267283.0,11159112558.25,0.0,1.0,0.9636310438548309,158,6등급,6등급,6등급
2025-09-23,해저케이블(전선),8,0,1,0,7,15702638956.5,10753267283.0,0.0,-2.0,1.4602667769008713,221,6등급,6등급,6등급
2025-09-24,해저케이블(전선),8,0,3,0,5,15639366719.75,15702638956.5,0.0,0.0,0.9959705985137097,221,6등급,6등급,6등급
2025-09-25,해저케이블(전선),8,0,5,0,3,9635871618.375,15639366719.75,0.0,0.0,0.6161292711556182,231,6등급,6등급,6등급
2025-09-26,해저케이블(전선),8,0,7,0,1,9933856314.5,9635871618.375,0.0,0.0,1.030924519122563,231,6등급,6등급,2등급
2025-09-29,해저케이블(전선),8,1,7,0,0,5011209250.5,9933856314.5,1.0,0.0,0.5044575934911969,203,6등급,2등급,1등급
2025-10-15,해저케이블(전선),8,1,0,7,0,26500526795.0,50895674002.5,-2.0,4.0,0.5206832862395788,77,4등급,6등급,6등급
2025-10-16,해저케이블(전선),8,0,0,6,2,21648262446.5,26500526795.0,-1.0,-1.0,0.8168993248309501,140,6등급,6등급,6등급
2025-10-17,해저케이블(전선),8,0,0,3,5,21332293977.125,21648262446.5,0.0,-3.0,0.9854044420352044,140,6등급,6등급,6등급
2025-10-20,해저케이블(전선),8,0,1,3,4,37367911080.125,21332293977.125,0.0,0.0,1.751706174694352,211,6등급,6등급,6등급
2025-10-21,해저케이블(전선),8,0,1,2,5,24283253983.375,37367911080.125,0.0,-1.0,0.6498424257996754,222,6등급,6등급,6등급
2025-10-22,해저케이블(전선),8,0,2,3,3,19467415690.625,24283253983.375,0.0,1.0,0.8016806851319408,220,6등급,6등급,1등급
2025-10-23,해저케이블(전선),8,0,2,4,2,33545215121.875,19467415690.625,0.0,1.0,1.723146803611406,158,6등급,1등급,5등급
2025-10-28,해저케이블(전선),8,0,2,5,1,56253113449.375,38054662203.625,-1.0,0.0,1.4782187041464911,129,6등급,3등급,1등급
2025-10-29,해저케이블(전선),8,0,0,6,2,65489685753.875,56253113449.375,0.0,1.0,1.1641966415390048,56,3등급,1등급,2등급
2025-11-04,해저케이블(전선),8,0,0,4,4,92561619682.125,98851760870.375,0.0,-2.0,0.936367939904497,84,4등급,6등급,6등급
2025-11-05,해저케이블(전선),8,0,2,1,5,95616457410.625,92561619682.125,0.0,-3.0,1.0330032873127213,159,6등급,6등급,6등급
2025-11-06,해저케이블(전선),8,0,2,0,6,63158978816.125,95616457410.625,0.0,-1.0,0.6605450622886883,238,6등급,6등급,6등급
2025-11-07,해저케이블(전선),8,0,3,0,5,74328723260.75,63158978816.125,0.0,0.0,1.176851251460913,221,6등급,6등급,6등급
2025-11-10,해저케이블(전선),8,1,2,0,5,36981843525.75,74328723260.75,1.0,0.0,0.49754444719863256,244,6등급,6등급,6등급
2025-11-11,해저케이블(전선),8,2,1,0,5,45187836202.25,36981843525.75,1.0,0.0,1.221892471931159,230,6등급,6등급,6등급
2025-11-12,해저케이블(전선),8,1,3,0,4,33594241239.5,45187836202.25,-1.0,0.0,0.7434354920014353,245,6등급,6등급,6등급
2025-11-13,해저케이블(전선),8,2,2,1,3,53437962559.75,33594241239.5,1.0,1.0,1.5906881830960307,238,6등급,6등급,6등급
2025-11-14,해저케이블(전선),8,0,7,0,1,39002669074.375,53437962559.75,-2.0,-1.0,0.729868191190212,242,6등급,6등급,6등급
2025-11-17,해저케이블(전선),8,0,8,0,0,23595056043.5,39002669074.375,0.0,0.0,0.6049600348762311,246,6등급,6등급,6등급
2025-11-18,해저케이블(전선),8,0,8,0,0,26070082380.125,23595056043.5,0.0,0.0,1.1048959719384444,243,6등급,6등급,2등급
2025-11-19,해저케이블(전선),8,1,7,0,0,27717223136.25,26070082380.125,1.0,0.0,1.0631812639526115,192,6등급,2등급,1등급
2025-11-24,해저케이블(전선),8,2,6,0,0,20422030580.375,22784000800.25,-2.0,0.0,0.8963320691312,171,6등급,6등급,1등급
2025-11-25,해저케이블(전선),8,3,5,0,0,17767809427.625,20422030580.375,1.0,0.0,0.8700314769237182,147,6등급,1등급,1등급
2025-12-01,해저케이블(전선),8,4,2,2,0,20176762523.75,15087382844.25,-4.0,2.0,1.3373268731919021,88,4등급,1등급,1등급
2025-12-08,해저케이블(전선),8,2,2,2,2,14195692982.25,20467412618.875,-1.0,-2.0,0.6935753554486298,99,4등급,1등급,1등급
2025-12-11,해저케이블(전선),8,2,2,2,2,42834812560.125,13442082801.625,0.0,0.0,3.1866201980951003,72,3등급,1등급,1등급
2025-12-17,해저케이블(전선),8,0,2,0,6,26773173003.625,40388367876.5,0.0,-5.0,0.6628931648214235,235,6등급,6등급,6등급
2025-12-18,해저케이블(전선),8,0,2,0,6,17564163023.0,26773173003.625,0.0,0.0,0.6560359140331208,199,6등급,6등급,5등급
2025-12-19,해저케이블(전선),8,0,3,0,5,15100673538.625,17564163023.0,0.0,0.0,0.8597434172554025,240,6등급,5등급,6등급
2025-12-23,해저케이블(전선),8,0,4,0,4,13733413666.25,20010547224.0,-2.0,-3.0,0.686308750706157,238,6등급,6등급,6등급
2025-12-24,해저케이블(전선),8,0,4,1,3,12818278461.25,13733413666.25,0.0,1.0,0.9333643311677887,223,6등급,6등급,1등급
2025-12-26,해저케이블(전선),8,0,6,0,2,13419846933.375,12818278461.25,0.0,-1.0,1.0469305198778103,239,6등급,1등급,5등급
2026-01-02,해저케이블(전선),8,1,2,5,0,16643786736.25,16241565998.75,-1.0,4.0,1.02476489874997,82,4등급,2등급,2등급
2026-01-07,해저케이블(전선),8,0,2,2,4,28971753729.75,35472135680.25,-1.0,-4.0,0.8167468119457141,179,6등급,6등급,6등급
2026-01-08,해저케이블(전선),8,0,2,0,6,17683574689.75,28971753729.75,0.0,-2.0,0.6103729465155368,228,6등급,6등급,6등급
2026-01-09,해저케이블(전선),8,1,1,1,5,14009218766.5,17683574689.75,1.0,1.0,0.7922164501400397,180,6등급,6등급,6등급
2026-01-12,해저케이블(전선),8,1,1,3,3,23710268850.75,14009218766.5,0.0,2.0,1.6924761648699462,176,6등급,6등급,6등급
2026-01-13,해저케이블(전선),8,1,1,2,4,32402977047.875,23710268850.75,0.0,-1.0,1.366622084795552,197,6등급,6등급,6등급
2026-01-14,해저케이블(전선),8,2,0,2,4,27812199800.25,32402977047.875,1.0,0.0,0.8583223621446208,164,6등급,6등급,6등급
2026-01-15,해저케이블(전선),8,2,0,2,4,17026242808.625,27812199800.25,0.0,0.0,0.6121861244672906,171,6등급,6등급,6등급
2026-01-16,해저케이블(전선),8,2,1,2,3,16850868955.25,17026242808.625,0.0,0.0,0.9896997913546633,127,6등급,6등급,6등급
2026-01-19,해저케이블(전선),8,2,2,1,3,17141063182.625,16850868955.25,0.0,-1.0,1.01722132123546,198,6등급,6등급,6등급
2026-01-20,해저케이블(전선),8,3,1,2,2,68992778517.0,17141063182.625,1.0,1.0,4.024999953732997,165,6등급,6등급,6등급
2026-01-21,해저케이블(전선),8,0,4,0,4,29026874038.375,68992778517.0,-3.0,-2.0,0.4207233664494713,242,6등급,6등급,6등급
2026-01-22,해저케이블(전선),8,2,3,2,1,60815936323.375,29026874038.375,2.0,2.0,2.0951596869498674,166,6등급,6등급,6등급
2026-01-23,해저케이블(전선),8,1,4,2,1,26024414201.875,60815936323.375,-1.0,0.0,0.42792096570701565,228,6등급,6등급,6등급
2026-01-26,해저케이블(전선),8,1,4,2,1,30115332962.875,26024414201.875,0.0,0.0,1.1571954215478657,231,6등급,6등급,6등급
2026-01-27,해저케이블(전선),8,2,3,2,1,24135739052.5,30115332962.875,1.0,0.0,0.8014435398158669,189,6등급,6등급,2등급
2026-01-28,해저케이블(전선),8,0,3,4,1,29088922532.25,24135739052.5,-2.0,2.0,1.2052219519350889,200,6등급,2등급,1등급
2026-02-02,해저케이블(전선),8,0,6,0,2,42374923580.375,57909048504.375,-2.0,-3.0,0.7317496086500817,245,6등급,2등급,1등급
2026-02-05,해저케이블(전선),8,2,1,1,4,35405608355.0,78087623827.625,-1.0,-3.0,0.4534087044722519,84,4등급,6등급,1등급
2026-02-06,해저케이블(전선),8,0,5,0,3,28911384723.5,35405608355.0,-2.0,-1.0,0.816576414493867,237,6등급,1등급,6등급
2026-02-10,해저케이블(전선),8,3,1,0,4,18150806133.875,31597093104.375,0.0,-3.0,0.5744454426208531,162,6등급,1등급,2등급
2026-02-19,해저케이블(전선),8,0,0,6,2,32821746047.25,32045083338.375,-1.0,3.0,1.024236563864539,75,3등급,2등급,1등급
2026-03-05,해저케이블(전선),8,0,4,0,4,44511340262.0,64501803915.375,0.0,0.0,0.6900789987268873,230,6등급,6등급,6등급
2026-03-06,해저케이블(전선),8,2,4,0,2,44240992798.875,44511340262.0,2.0,0.0,0.9939263239090601,226,6등급,6등급,6등급
2026-03-09,해저케이블(전선),8,0,7,0,1,25237465434.625,44240992798.875,-2.0,0.0,0.5704543193539445,225,6등급,6등급,6등급
2026-03-10,해저케이블(전선),8,3,5,0,0,26873305172.0,25237465434.625,3.0,0.0,1.064817908977923,237,6등급,6등급,6등급
2026-03-11,해저케이블(전선),8,4,4,0,0,27724629917.25,26873305172.0,1.0,0.0,1.0316791976201356,239,6등급,6등급,5등급
2026-03-12,해저케이블(전선),8,6,2,0,0,36683971823.5,27724629917.25,2.0,0.0,1.3231546077618004,188,6등급,5등급,6등급
2026-03-16,해저케이블(전선),8,3,3,1,1,32002400847.0,28833550922.25,-2.0,-1.0,1.1099014801643696,221,6등급,6등급,3등급
2026-03-17,해저케이블(전선),8,3,3,1,1,19904666190.25,32002400847.0,0.0,0.0,0.6219741539208901,229,6등급,3등급,4등급
2026-03-18,해저케이블(전선),8,3,0,5,0,61091888016.25,19904666190.25,0.0,4.0,3.0692244437726335,60,3등급,4등급,2등급
2026-03-19,해저케이블(전선),8,2,2,4,0,36130924279.625,61091888016.25,-1.0,-1.0,0.591419343105167,87,4등급,2등급,3등급
2026-03-23,해저케이블(전선),8,1,4,1,2,30354983174.125,31713263049.625,-2.0,-4.0,0.9571699741721765,66,3등급,6등급,6등급
2026-03-24,해저케이블(전선),8,1,4,1,2,25408915515.625,30354983174.125,0.0,0.0,0.8370591204044516,234,6등급,6등급,6등급
2026-03-25,해저케이블(전선),8,3,2,0,3,21189408349.875,25408915515.625,2.0,-1.0,0.8339359598737991,237,6등급,6등급,6등급
2026-03-26,해저케이블(전선),8,0,6,0,2,19637400687.625,21189408349.875,-3.0,0.0,0.9267554980005303,246,6등급,6등급,6등급
2026-03-27,해저케이블(전선),8,1,6,0,1,19201316079.125,19637400687.625,1.0,0.0,0.9777931603353793,240,6등급,6등급,5등급
2026-03-30,해저케이블(전선),8,0,8,0,0,11907527393.875,19201316079.125,-1.0,0.0,0.6201412103632026,245,6등급,5등급,1등급
2026-04-07,해저케이블(전선),8,1,6,1,0,18164724845.25,19754132903.25,-5.0,0.0,0.919540479666485,225,6등급,1등급,1등급
2026-04-13,해저케이블(전선),8,1,3,3,1,34958670713.125,33302207751.875,-2.0,-2.0,1.049740334742724,228,6등급,2등급,2등급
2026-04-17,해저케이블(전선),8,0,0,3,5,62426956540.5,130473558964.125,0.0,-5.0,0.478464426326141,225,6등급,5등급,4등급
2026-04-21,해저케이블(전선),8,0,0,3,5,75511256817.0,106370655752.5,0.0,-1.0,0.7098880446191598,99,4등급,3등급,1등급
2026-04-22,해저케이블(전선),8,0,0,4,4,56805365085.875,75511256817.0,0.0,1.0,0.7522767793885573,65,3등급,1등급,3등급
2026-04-24,해저케이블(전선),8,0,0,5,3,280635914952.25,286506572487.5,0.0,-1.0,0.9795095188069163,56,3등급,1등급,1등급
2026-05-07,해저케이블(전선),8,0,0,2,6,240214580122.5,414862045244.375,0.0,-5.0,0.5790227929407263,67,3등급,2등급,3등급
2026-05-11,해저케이블(전선),8,0,0,2,6,160072247013.125,272423607198.75,0.0,-2.0,0.587585814089681,72,3등급,4등급,6등급
2026-05-12,해저케이블(전선),8,0,0,1,7,216590940665.625,160072247013.125,0.0,-1.0,1.3530824031467854,94,4등급,6등급,6등급
2026-05-13,해저케이블(전선),8,0,1,0,7,130389320478.125,216590940665.625,0.0,-1.0,0.602007268066771,214,6등급,6등급,6등급
2026-05-14,해저케이블(전선),8,0,1,0,7,157865268273.125,130389320478.125,0.0,0.0,1.2107223789053303,240,6등급,6등급,6등급
2026-05-15,해저케이블(전선),8,0,5,0,3,123096432100.0,157865268273.125,0.0,0.0,0.7797562658749553,218,6등급,6등급,6등급
2026-05-18,해저케이블(전선),8,0,6,0,2,161653605909.375,123096432100.0,0.0,0.0,1.3132273872735178,220,6등급,6등급,6등급
2026-05-19,해저케이블(전선),8,1,7,0,0,98521545050.0,161653605909.375,1.0,0.0,0.6094608561050744,205,6등급,6등급,6등급
2026-05-20,해저케이블(전선),8,0,8,0,0,80761919041.875,98521545050.0,-1.0,0.0,0.8197386571727846,231,6등급,6등급,6등급
2026-05-21,해저케이블(전선),8,5,3,0,0,113765882028.125,80761919041.875,5.0,0.0,1.4086574883038312,151,6등급,6등급,6등급
2026-05-22,해저케이블(전선),8,6,2,0,0,89518418200.0,113765882028.125,1.0,0.0,0.7868652411789803,222,6등급,6등급,6등급
2026-05-26,해저케이블(전선),8,5,3,0,0,79522028923.125,89518418200.0,-1.0,0.0,0.8883314799582216,211,6등급,6등급,6등급
2026-05-27,해저케이블(전선),8,1,7,0,0,74719745909.375,79522028923.125,-4.0,0.0,0.9396106578418362,232,6등급,6등급,6등급
2026-05-28,해저케이블(전선),8,0,8,0,0,79116556508.125,74719745909.375,-1.0,0.0,1.0588440250329911,242,6등급,6등급,1등급
2026-05-29,해저케이블(전선),8,1,7,0,0,83495974880.625,79116556508.125,1.0,0.0,1.0553540063646507,210,6등급,1등급,6등급
2026-06-02,해저케이블(전선),8,2,6,0,0,65935896750.0,93877709845.875,-2.0,0.0,0.7023594510161267,137,6등급,6등급,6등급
2026-06-04,해저케이블(전선),8,4,4,0,0,39260813061.0,65935896750.0,2.0,0.0,0.5954391309768605,171,6등급,6등급,5등급
2026-06-05,해저케이블(전선),8,2,6,0,0,69594353563.0,39260813061.0,-2.0,0.0,1.7726162077914793,213,6등급,5등급,1등급
2024-01-02,스타링크(저궤도위성),5,0,0,0,5,10116947997.0,,,,1.0,244,6등급,1등급,1등급
2024-01-05,스타링크(저궤도위성),5,0,0,3,2,42837416320.0,67620467602.0,0.0,-1.0,0.6334977831288023,51,3등급,6등급,6등급
2024-01-08,스타링크(저궤도위성),5,0,0,2,3,44590178938.0,42837416320.0,0.0,-1.0,1.040916627765472,155,6등급,6등급,6등급
2024-01-09,스타링크(저궤도위성),5,0,0,2,3,36649377516.0,44590178938.0,0.0,0.0,0.8219159103837369,208,6등급,6등급,6등급
2024-01-10,스타링크(저궤도위성),5,0,0,1,4,26216071509.0,36649377516.0,0.0,-1.0,0.7153210582513949,215,6등급,6등급,6등급
2024-01-11,스타링크(저궤도위성),5,0,0,0,5,45479031097.0,26216071509.0,0.0,-1.0,1.7347767411065769,243,6등급,6등급,6등급
2024-01-12,스타링크(저궤도위성),5,0,0,0,5,9409465444.0,45479031097.0,0.0,0.0,0.20689678775106293,230,6등급,6등급,6등급
2024-01-15,스타링크(저궤도위성),5,0,1,0,4,6118806197.0,9409465444.0,0.0,0.0,0.6502820201015449,234,6등급,6등급,6등급
2024-01-16,스타링크(저궤도위성),5,0,2,0,3,7298412849.0,6118806197.0,0.0,0.0,1.1927837905012175,223,6등급,6등급,6등급
2024-01-17,스타링크(저궤도위성),5,0,2,0,3,5489591739.0,7298412849.0,0.0,0.0,0.7521624019600593,174,6등급,6등급,6등급
2024-01-18,스타링크(저궤도위성),5,0,3,1,1,11211093800.0,5489591739.0,0.0,1.0,2.0422454588658074,211,6등급,6등급,6등급
2024-01-19,스타링크(저궤도위성),5,1,2,1,1,15897744612.0,11211093800.0,1.0,0.0,1.4180368923503255,226,6등급,6등급,6등급
2024-01-22,스타링크(저궤도위성),5,2,2,1,0,34428725039.0,15897744612.0,1.0,0.0,2.1656358105672657,148,6등급,6등급,6등급
2024-01-23,스타링크(저궤도위성),5,2,2,1,0,8707962361.0,34428725039.0,0.0,0.0,0.2529272388430253,176,6등급,6등급,6등급
2024-01-24,스타링크(저궤도위성),5,0,4,0,1,12413286164.0,8707962361.0,-2.0,-1.0,1.425509855163693,247,6등급,6등급,6등급
2024-01-25,스타링크(저궤도위성),5,0,4,0,1,8107979828.0,12413286164.0,0.0,0.0,0.6531694928224648,247,6등급,6등급,6등급
2024-01-26,스타링크(저궤도위성),5,1,3,0,1,11527327410.0,8107979828.0,1.0,0.0,1.4217262073336279,233,6등급,6등급,6등급
2024-01-29,스타링크(저궤도위성),5,2,2,0,1,4962760739.0,11527327410.0,1.0,0.0,0.4305213656631967,152,6등급,6등급,5등급
2024-01-30,스타링크(저궤도위성),5,2,3,0,0,3553333010.0,4962760739.0,0.0,0.0,0.7159992586537628,161,6등급,5등급,6등급
2024-02-01,스타링크(저궤도위성),5,2,3,0,0,4228337546.0,3047341207.0,0.0,0.0,1.3875497552709726,146,6등급,2등급,1등급
2024-02-13,스타링크(저궤도위성),5,4,1,0,0,3903015334.0,3324405887.0,-1.0,0.0,1.1740489779730678,64,3등급,1등급,1등급
2024-02-21,스타링크(저궤도위성),5,0,1,1,3,2524925691.0,5284993636.0,0.0,-2.0,0.4777537807805224,198,6등급,5등급,6등급
2024-02-23,스타링크(저궤도위성),5,0,2,0,3,2569434530.0,2029152374.0,0.0,-2.0,1.2662600221268547,236,6등급,6등급,6등급
2024-02-26,스타링크(저궤도위성),5,0,2,0,3,1796337759.0,2569434530.0,0.0,0.0,0.6991179335478145,230,6등급,6등급,4등급
2024-02-27,스타링크(저궤도위성),5,0,2,0,3,2622527996.0,1796337759.0,0.0,0.0,1.4599303404165653,200,6등급,4등급,6등급
2024-02-28,스타링크(저궤도위성),5,0,1,2,2,2733351864.0,2622527996.0,0.0,2.0,1.0422584117954254,90,4등급,6등급,4등급
2024-02-29,스타링크(저궤도위성),5,0,3,1,1,18834649244.0,2733351864.0,0.0,-1.0,6.89067861773101,193,6등급,4등급,6등급
2024-03-04,스타링크(저궤도위성),5,1,1,2,1,18071907077.0,18834649244.0,1.0,1.0,0.9595032454749334,76,4등급,6등급,1등급
2024-03-05,스타링크(저궤도위성),5,0,2,2,1,5575134057.0,18071907077.0,-1.0,0.0,0.30849727332293764,135,6등급,1등급,6등급
2024-03-07,스타링크(저궤도위성),5,0,2,0,3,3031014642.0,5313783429.0,-2.0,-2.0,0.5704061301140393,241,6등급,6등급,6등급
2024-03-08,스타링크(저궤도위성),5,0,1,3,1,2335301182.0,3031014642.0,0.0,3.0,0.7704684595185799,168,6등급,6등급,4등급
2024-03-11,스타링크(저궤도위성),5,0,1,3,1,2213204136.0,2335301182.0,0.0,0.0,0.9477167883350132,167,6등급,4등급,5등급
2024-03-12,스타링크(저궤도위성),5,1,0,3,1,2030970536.0,2213204136.0,1.0,0.0,0.9176607358373381,86,4등급,5등급,6등급
2024-03-14,스타링크(저궤도위성),5,0,2,3,0,5895772317.0,4328829201.0,-1.0,0.0,1.3619785034803455,196,6등급,6등급,6등급
2024-03-15,스타링크(저궤도위성),5,2,0,0,3,5381341806.0,5895772317.0,2.0,-3.0,0.912745865454017,159,6등급,6등급,6등급
2024-03-18,스타링크(저궤도위성),5,1,1,1,2,2866458677.0,5381341806.0,-1.0,1.0,0.532666160288128,213,6등급,6등급,6등급
