wics_name,3개월,6개월,9개월,12개월
생물공학,12.921876322522214,18.58352780789473,12.039312961059403,14.761716712858323
석유와가스,32.1696719412052,23.010052991976682,57.51109290075576,53.3222889974599
"섬유,의류,신발,호화품",73.45321927431361,50.440948444933376,62.08309526389869,60.13429268927778
소프트웨어,26.87784663748886,45.97213507425253,18.08006258055751,32.82236847540738
손해보험,59.700700586216605,54.851311427024655,72.59177516040016,86.65301020812119
식품,38.93288927141558,19.799363250032425,38.35299051620446,75.82795437506503
식품과기본식료품소매,19.563410928455934,1.6869390071326837,-1.8757640018349033,-0.14878450865503248
양방향미디어와서비스,69.94245472540416,58.18921706582696,45.60751869782772,102.19473945015801
에너지장비및서비스,47.257086070295564,36.90889123680662,47.0546191186026,232.9263381765962
우주항공과국방,5.784393496172352,53.69628264955546,116.66427865187478,393.00968796606713
운송인프라,-5.634638609341461,-8.342670475020094,-9.257099544926634,-10.74568948941887
은행,69.66439101216574,66.4790586398126,53.810970523267066,76.42019860257463
음료,20.919009096840707,12.233775578286716,15.813472485029187,10.12839302741662
인터넷과카탈로그소매,15.241125705309459,-9.613292265378954,-20.076524793544554,-29.036860242160007
자동차,4.772727272727273,5.909090909090909,-1.4772727272727273,1.5909090909090908
자동차부품,13.680356708937595,11.366506602105806,22.843260616379137,33.756193902960625
전기유틸리티,40.505050505050505,18.383838383838384,4.242424242424243,95.95959595959596
전기장비,42.52896538338033,16.419664739566958,25.875460310463996,28.68151427515365
전기제품,7.044411509590749,2.151990966320537,59.41288199259143,71.83693082602895
전문소매,-0.6295915941615556,-0.21662149954832857,-6.329738981600342,-7.991632197023724
전자장비와기기,23.23399843645829,14.400369276417374,14.305369406834137,22.59881217575233
전자제품,5.657881929443185,0.8273168600457398,-1.41688096133032,21.3439129405516
제약,6.471253591055643,-1.1551557644994677,2.149707524748926,8.113520207013986
조선,14.881974998254071,35.72770444863468,45.014316642223626,68.80648089950415
종이와목재,22.101255664443627,23.843455012789708,17.319855076216566,14.076928562458425
증권,55.48519337649329,48.05272973583519,51.91487453714513,87.65660520280387
창업투자,20.85162656922577,10.83879701957626,6.691548017606878,22.73928329652101
철강,13.0491622755003,11.585895052276605,9.438271854546374,39.24229250624905
출판,80.01239944308962,131.44252532849478,40.89888403963878,67.56491857612924
컴퓨터와주변기기,-12.49143008014616,-21.062521002204377,-13.226693899757237,-20.468511498851047
통신장비,16.754437002282422,23.40423188296654,23.894784838418087,50.75559260406205
판매업체,13.646579913216405,-2.1770949146643437,-8.764051376468244,-10.007481825190041
포장재,19.893649085413774,13.052452452836093,19.248080174646216,23.306573706762922
항공사,19.936227001693428,7.5913139268668575,13.759275651868805,17.426357822942922
항공화물운송과물류,9.462471067408917,3.3443835889560405,3.178408475755935,6.186973640517057
해운사,13.598106468713949,7.540608585526016,5.508445632451988,19.31703762214914
핸드셋,9.139293609762042,8.256015689824244,14.72796664751858,57.71426996477913
"호텔,레스토랑,레저",18.84274932504916,36.82909906365317,31.295332470368034,66.99583533116765
화장품,15.414239119930928,60.88224449999851,29.317734270996045,12.137315709998385
화학,19.10278446183486,17.24247170984661,40.22845109476312,40.51742743079805
